,paper_id,all_content,only_nouns,keywords,all_content_sentences
318,1594,"['train', 'multilay', 'perceptron', 'minim', 'sum', 'ridg', 'function', 'motiv', 'problem', 'train', 'multilay', 'perceptron', 'neural', 'network', 'consid', 'problem', 'minim', 'sigma', 'sub', 'sup', 'sub', 'sub', 'sub', 'sup', 'sub', 'sub', 'ridg', 'function', 'small', 'problem', 'minim', 'treat', 'minim', 'univari', 'function', 'use', 'gradient', 'algorithm', 'minim', 'moder', 'larg', 'larg', 'present', 'onlin', 'gradient', 'algorithm', 'especi', 'monoton', 'weak', 'converg', 'algorithm']","['multilay', 'perceptron', 'minim', 'sum', 'ridg', 'function', 'problem', 'train', 'multilay', 'perceptron', 'neural', 'network', 'problem', 'minim', 'sigma', 'sub', 'sup', 'sub', 'sub', 'sub', 'sup', 'sub', 'sub', 'ridg', 'function', 'small', 'problem', 'minim', 'univari', 'function', 'gradient', 'algorithm', 'larg', 'larg', 'present', 'onlin', 'gradient', 'algorithm', 'monoton', 'weak', 'converg', 'algorithm']","['network', 'perceptron', 'ridg', 'function', 'monoton', 'converg', 'onlin', 'minim', 'neural', 'multilay', 'gradient', 'algorithm', 'univari', 'weak']","training multilayer perceptrons via minimization of sum of ridge functions motivated by the problem of training multilayer perceptrons in neural networks we consider the problem of minimizing e x sigma sub i 1 sup n f sub i xi sub i x where xi sub i in r sup s 1 or i or n and each f sub i xi sub i x is a ridge function
we show that when n is small the problem of minimizing e can be treated as one of minimizing univariate functions and we use the gradient algorithms for minimizing e when n is moderately large
for a large n we present the online gradient algorithms and especially show the monotonicity and weak convergence of the algorithms"
319,1677,"['minimis', 'geometr', 'buchberg', 'algorithm', 'integ', 'program', 'recent', 'variou', 'algebra', 'integ', 'program', 'solver', 'propos', 'base', 'theori', 'grobner', 'base', 'main', 'difficulti', 'solver', 'size', 'grobner', 'base', 'gener', 'algorithm', 'propos', 'far', 'larg', 'grobner', 'base', 'gener', 'introduc', 'addit', 'variabl', 'consid', 'gener', 'problem', 'sub', 'improv', 'propos', 'hosten', 'sturmfel', 'method', 'grin', 'design', 'avoid', 'addit', 'variabl', 'thoma', 'truncat', 'grobner', 'basi', 'method', 'comput', 'reduc', 'grobner', 'basi', 'specif', 'problem', 'sub', 'generalis', 'ipa', 'paper', 'propos', 'new', 'algebra', 'algorithm', 'solv', 'problem', 'new', 'algorithm', 'call', 'minimis', 'geometr', 'buchberg', 'algorithm', 'combin', 'hosten', 'sturmfel', 'grin', 'thoma', 'truncat', 'grobner', 'basi', 'method', 'comput', 'fundament', 'segment', 'problem', 'sub', 'directli', 'origin', 'space', 'truncat', 'grobner', 'basi', 'specif', 'problem', 'sub', 'carri', 'experi', 'compar', 'algorithm', 'geometr', 'buchberg', 'algorithm', 'truncat', 'geometr', 'buchberg', 'algorithm', 'algorithm', 'grin', 'experi', 'new', 'algorithm', 'offer', 'signific', 'perform', 'improv']","['geometr', 'buchberg', 'algorithm', 'integ', 'variou', 'algebra', 'integ', 'solver', 'theori', 'grobner', 'base', 'main', 'difficulti', 'solver', 'size', 'grobner', 'base', 'algorithm', 'larg', 'grobner', 'base', 'addit', 'variabl', 'gener', 'problem', 'sub', 'improv', 'hosten', 'sturmfel', 'grin', 'avoid', 'addit', 'variabl', 'grobner', 'basi', 'method', 'comput', 'grobner', 'basi', 'specif', 'problem', 'sub', 'generalis', 'ipa', 'paper', 'new', 'algebra', 'algorithm', 'problem', 'new', 'geometr', 'buchberg', 'algorithm', 'combin', 'sturmfel', 'grobner', 'basi', 'method', 'comput', 'fundament', 'segment', 'problem', 'origin', 'space', 'grobner', 'basi', 'specif', 'problem', 'sub', 'experi', 'algorithm', 'geometr', 'buchberg', 'algorithm', 'geometr', 'buchberg', 'algorithm', 'algorithm', 'grin', 'new', 'algorithm', 'offer', 'signific', 'perform', 'improv']","['minimis', 'geometr', 'grobner', 'program', 'method', 'grin', 'integ', 'basi', 'buchberg', 'fundament', 'reduc', 'improv', 'base', 'truncat', 'perform', 'algebra', 'algorithm', 'segment']","minimised geometric buchberger algorithm for integer programming recently various algebraic integer programming ip solvers have been proposed based on the theory of grobner bases
the main difficulty of these solvers is the size of the grobner bases generated
in algorithms proposed so far large grobner bases are generated by either introducing additional variables or by considering the generic ip problem ip sub a c
some improvements have been proposed such as hosten and sturmfels method grin designed to avoid additional variables and thomas truncated grobner basis method which computes the reduced grobner basis for a specific ip problem ip sub a c b rather than its generalisation ipa c
in this paper we propose a new algebraic algorithm for solving ip problems
the new algorithm called minimised geometric buchberger algorithm combines hosten and sturmfels grin and thomas truncated grobner basis method to compute the fundamental segments of an ip problem ip sub a c directly in its original space and also the truncated grobner basis for a specific ip problem ip sub a c b
we have carried out experiments to compare this algorithm with others such as the geometric buchberger algorithm the truncated geometric buchberger algorithm and the algorithm in grin
these experiments show that the new algorithm offers significant performance improvement"
320,150,"['model', 'check', 'game', 'branch', 'time', 'logic', 'paper', 'defin', 'examin', 'model', 'check', 'game', 'branch', 'time', 'tempor', 'logic', 'ctl', 'game', 'employ', 'techniqu', 'call', 'focu', 'enrich', 'set', 'pick', 'distinguish', 'element', 'necessari', 'avoid', 'ambigu', 'regener', 'tempor', 'oper', 'correct', 'game', 'prove', 'optim', 'consid', 'obtain', 'model', 'check', 'game', 'import', 'fragment', 'ctl', 'game', 'base', 'model', 'check', 'algorithm', 'match', 'known', 'lower', 'upper', 'complex', 'bound', 'sketch']","['model', 'game', 'time', 'logic', 'paper', 'examin', 'model', 'game', 'time', 'tempor', 'logic', 'ctl', 'game', 'techniqu', 'focu', 'enrich', 'set', 'element', 'necessari', 'avoid', 'ambigu', 'tempor', 'oper', 'game', 'optim', 'model', 'game', 'import', 'fragment', 'ctl', 'game', 'model', 'algorithm', 'match', 'lower', 'upper', 'complex', 'bound']","['game', 'logic', 'time', 'check', 'bound', 'complex', 'tempor', 'logic', 'branch', 'oper', 'model']","model checking games for branching time logics this paper defines and examines model checking games for the branching time temporal logic ctl
the games employ a technique called focus which enriches sets by picking out one distinguished element
this is necessary to avoid ambiguities in the regeneration of temporal operators
the correctness of these games is proved and optimizations are considered to obtain model checking games for important fragments of ctl
a game based model checking algorithm that matches the known lower and upper complexity bounds is sketched"
321,1852,"['design', 'perform', 'evalu', 'altern', 'xml', 'storag', 'strategi', 'paper', 'studi', 'strategi', 'store', 'xml', 'document', 'includ', 'leav', 'document', 'file', 'use', 'relat', 'databas', 'use', 'object', 'manag', 'implement', 'evalu', 'approach', 'use', 'number', 'xqueri', 'queri', 'number', 'interest', 'insight', 'gain', 'experi', 'summari', 'advantag', 'disadvantag', 'approach', 'present']","['design', 'perform', 'evalu', 'altern', 'xml', 'storag', 'strategi', 'paper', 'studi', 'strategi', 'xml', 'document', 'leav', 'document', 'file', 'relat', 'databas', 'object', 'manag', 'implement', 'evalu', 'approach', 'number', 'xqueri', 'queri', 'number', 'interest', 'insight', 'experi', 'summari', 'advantag', 'disadvantag', 'approach']","['object', 'queri', 'manag', 'relat', 'evalu', 'document', 'file', 'storag', 'perform', 'xqueri', 'xml', 'databas']","the design and performance evaluation of alternative xml storage strategies this paper studies five strategies for storing xml documents including one that leaves documents in the file system three that use a relational database system and one that uses an object manager
we implement and evaluate each approach using a number of xquery queries
a number of interesting insights are gained from these experiments and a summary of the advantages and disadvantages of the approaches is presented"
322,1467,"['util', 'web', 'base', 'case', 'studi', 'cut', 'edg', 'inform', 'servic', 'issu', 'articl', 'report', 'pilot', 'studi', 'conduct', 'academ', 'librari', '21st', 'centuri', 'project', 'team', 'determin', 'benefit', 'case', 'studi', 'method', 'train', 'framework', 'chang', 'initi', 'success', 'transfer', 'tradit', 'face', 'face', 'format', 'virtual', 'format', 'method', 'develop', 'train', 'framework', 'benefit', 'challeng', 'recommend', 'futur', 'strategi', 'gain', 'particip', 'feedback', 'outlin', 'result', 'survey', 'administ', 'chat', 'session', 'registr', 'present', 'section', 'evalu', 'train', 'framework', 'evalu', 'particip', 'experi', 'virtual', 'environ', 'comparison', 'particip', 'prefer', 'format', 'overal', 'particip', 'feedback', 'regard', 'util', 'case', 'studi', 'method', 'virtual', 'environ', 'profession', 'develop', 'collabor', 'problem', 'solv', 'posit']","['web', 'case', 'studi', 'edg', 'inform', 'servic', 'issu', 'articl', 'report', 'pilot', 'studi', 'academ', 'librari', '21st', 'centuri', 'project', 'team', 'benefit', 'case', 'studi', 'train', 'framework', 'chang', 'transfer', 'tradit', 'face', 'face', 'virtual', 'format', 'method', 'framework', 'benefit', 'challeng', 'recommend', 'futur', 'strategi', 'particip', 'feedback', 'result', 'survey', 'session', 'registr', 'section', 'evalu', 'train', 'framework', 'evalu', 'particip', 'virtual', 'environ', 'comparison', 'particip', 'prefer', 'overal', 'particip', 'feedback', 'util', 'case', 'studi', 'virtual', 'environ', 'profession', 'develop', 'collabor', 'problem', 'posit']","['problem', 'studi', 'profession', 'collabor', 'chang', 'servic', 'inform', 'academ', 'environ', 'base', 'initi', 'case', 'internet', 'survey', 'librari', 'train', 'web', 'cut', 'edg', 'solv', 'virtual', 'develop']","utilizing web based case studies for cutting edge information services issues this article reports on a pilot study conducted by the academic libraries of the 21st century project team to determine whether the benefits of the case study method as a training framework for change initiatives could successfully transfer from the traditional face to face format to a virtual format
methods of developing the training framework as well as the benefits challenges and recommendations for future strategies gained from participant feedback are outlined
the results of a survey administered to chat session registrants are presented in three sections 1 evaluation of the training framework 2 evaluation of participants experiences in the virtual environment and 3 a comparison of participants preference of format
the overall participant feedback regarding the utilization of the case study method in a virtual environment for professional development and collaborative problem solving is very positive"
323,1647,"['examin', 'children', 'read', 'perform', 'prefer', 'differ', 'comput', 'display', 'text', 'studi', 'investig', 'common', 'onlin', 'text', 'affect', 'read', 'perform', 'elementari', 'school', 'age', 'children', 'examin', 'actual', 'perceiv', 'readabl', 'comput', 'display', 'typefac', 'point', 'size', 'seven', 'children', 'age', 'ask', 'read', 'children', 'passag', 'identifi', 'erron', 'substitut', 'word', 'read', 'comic', 'san', 'arial', 'time', 'new', 'roman', 'typefac', 'regardless', 'size', 'readabl', 'measur', 'read', 'effici', 'score', 'courier', 'new', 'differ', 'read', 'speed', 'typefac', 'combin', 'gener', 'point', 'size', 'examin', 'san', 'serif', 'typefac', 'perceiv', 'easiest', 'read', 'fastest', 'attract', 'desir', 'school', 'relat', 'materi', 'addit', 'particip', 'significantli', 'prefer', 'comic', 'san', 'point', 'arial', 'point', 'courier', 'recommend', 'appropri', 'typefac', 'combin', 'children', 'read', 'comput', 'discuss']","['children', 'perform', 'prefer', 'differ', 'comput', 'text', 'studi', 'common', 'onlin', 'text', 'perform', 'elementari', 'school', 'age', 'children', 'actual', 'readabl', 'comput', 'typefac', 'point', 'size', 'children', 'read', 'children', 'passag', 'erron', 'word', 'comic', 'san', 'arial', 'time', 'new', 'roman', 'typefac', 'size', 'readabl', 'read', 'effici', 'courier', 'new', 'differ', 'speed', 'typefac', 'combin', 'gener', 'point', 'size', 'san', 'serif', 'typefac', 'easiest', 'read', 'attract', 'desir', 'school', 'materi', 'addit', 'particip', 'comic', 'san', 'arial', 'point', 'courier', 'recommend', 'typefac', 'combin', 'children', 'comput']","['comput', 'font', 'interfac', 'children', 'child', 'elementari', 'onlin', 'school', 'age', 'educ', 'text', 'user', 'read', 'comput', 'factor', 'display', 'perform', 'human', 'typefac']","examining children s reading performance and preference for different computer displayed text this study investigated how common online text affects reading performance of elementary school age children by examining the actual and perceived readability of four computer displayed typefaces at 12 and 14 point sizes
twenty seven children ages 9 to 11 were asked to read eight children s passages and identify erroneous substituted words while reading
comic sans ms arial and times new roman typefaces regardless of size were found to be more readable as measured by a reading efficiency score than courier new
no differences in reading speed were found for any of the typeface combinations
in general the 14 point size and the examined sans serif typefaces were perceived as being the easiest to read fastest most attractive and most desirable for school related material
in addition participants significantly preferred comic sans ms and 14 point arial to 12 point courier
recommendations for appropriate typeface combinations for children reading on computers are discussed"
324,1871,"['strong', 'weak', 'point', 'muscadet', 'theorem', 'prover', 'exampl', 'casc', 'muscadet', 'knowledg', 'base', 'theorem', 'prover', 'base', 'natur', 'deduct', 'particip', 'cade', 'autom', 'theorem', 'prove', 'competit', 'result', 'complementar', 'regard', 'resolut', 'base', 'prover', 'paper', 'present', 'crucial', 'method', 'give', 'exampl', 'muscadet', 'proof', 'competit', 'casc', 'ijcar', '2001']","['strong', 'weak', 'point', 'muscadet', 'theorem', 'prover', 'casc', 'muscadet', 'theorem', 'prover', 'natur', 'deduct', 'cade', 'theorem', 'competit', 'result', 'complementar', 'resolut', 'prover', 'paper', 'crucial', 'method', 'exampl', 'muscadet', 'proof', 'competit', 'casc', 'ijcar']","['muscadet', 'theorem', 'prover', 'resolut', 'deduct', 'casc', 'competit', 'prover', 'base', 'prove', 'knowledg', 'jc', 'natur', 'autom', 'cade']","strong and weak points of the muscadet theorem prover examples from casc jc muscadet is a knowledge based theorem prover based on natural deduction
it has participated in cade automated theorem proving system competitions
the results show its complementarity with regard to resolution based provers
this paper presents some of its crucial methods and gives some examples of muscadet proofs from the last competition casc jc in ijcar 2001"
325,1800,"['multi', 'output', 'regress', 'use', 'local', 'regularis', 'orthogon', 'squar', 'algorithm', 'paper', 'consid', 'data', 'model', 'use', 'multi', 'output', 'regress', 'model', 'local', 'regularis', 'orthogon', 'squar', 'lrol', 'algorithm', 'propos', 'construct', 'spars', 'multi', 'output', 'regress', 'model', 'generalis', 'associ', 'regressor', 'regress', 'model', 'individu', 'regularis', 'paramet', 'abil', 'multi', 'output', 'orthogon', 'squar', 'ol', 'model', 'select', 'produc', 'parsimoni', 'model', 'good', 'generalis', 'perform', 'greatli', 'enhanc']","['multi', 'output', 'regress', 'orthogon', 'squar', 'paper', 'consid', 'data', 'multi', 'output', 'regress', 'model', 'orthogon', 'squar', 'algorithm', 'spars', 'multi', 'output', 'regress', 'model', 'regressor', 'regress', 'model', 'individu', 'regularis', 'paramet', 'abil', 'multi', 'output', 'orthogon', 'squar', 'model', 'select', 'parsimoni', 'model', 'good', 'generalis', 'perform']","['regularis', 'squar', 'model', 'spars', 'nonlinear', 'multi', 'parsimoni', 'model', 'lrol', 'output', 'local', 'orthogon', 'regress', 'algorithm', 'model', 'data']","multi output regression using a locally regularised orthogonal least squares algorithm the paper considers data modelling using multi output regression models
a locally regularised orthogonal least squares lrols algorithm is proposed for constructing sparse multi output regression models that generalise well
by associating each regressor in the regression model with an individual regularisation parameter the ability of the multi output orthogonal least squares ols model selection to produce a parsimonious model with a good generalisation performance is greatly enhanced"
326,1539,"['comment', 'recent', 'method', 'simultan', 'determin', 'polynomi', 'zero', 'note', 'comment', 'recent', 'result', 'concern', 'simultan', 'method', 'fourth', 'order', 'find', 'complex', 'zero', 'circular', 'interv', 'arithmet', 'main', 'discuss', 'direct', 'rediscov', 'iter', 'formula', 'modif', 'present', 'recent', 'sun', 'kosmol', '2001', 'present', 'comment', 'includ', 'critic', 'part', 'paper', 'petkov', 'trickov', 'herceg', '1998', 'sun', 'kosmol', '2001', 'treat', 'subject']","['comment', 'recent', 'method', 'simultan', 'determin', 'polynomi', 'zero', 'note', 'comment', 'recent', 'result', 'simultan', 'method', 'fourth', 'order', 'complex', 'zero', 'circular', 'interv', 'arithmet', 'main', 'discuss', 'rediscov', 'iter', 'formula', 'modif', 'kosmol', 'comment', 'critic', 'part', 'paper', 'trickov', 'herceg', 'sun', 'kosmol', 'treat', 'subject']","['interv', 'circular', 'arithmet', 'formula', 'complex', 'polynomi', 'iter', 'zero']","comments on some recent methods for the simultaneous determination of polynomial zeros in this note we give some comments on the recent results concerning a simultaneous method of the fourth order for finding complex zeros in circular interval arithmetic
the main discussion is directed to a rediscovered iterative formula and its modification presented recently in sun and kosmol 2001
the presented comments include some critical parts of the papers petkovic trickovic herceg 1998 and sun and kosmol 2001 which treat the same subject"
327,1908,"['explicit', 'solut', 'transcendent', 'equat', 'simpl', 'method', 'formul', 'explicit', 'express', 'root', 'analyt', 'transcendent', 'function', 'present', 'method', 'base', 'cauchi', 'integr', 'theorem', 'use', 'basic', 'concept', 'complex', 'integr', 'conveni', 'method', 'numer', 'evalu', 'exact', 'express', 'present', 'applic', 'formul', 'evalu', 'exact', 'express', 'illustr', 'classic', 'root', 'find', 'problem']","['explicit', 'solut', 'transcendent', 'equat', 'simpl', 'method', 'formul', 'explicit', 'express', 'root', 'analyt', 'transcendent', 'function', 'method', 'cauchi', 'integr', 'theorem', 'basic', 'concept', 'complex', 'integr', 'conveni', 'method', 'exact', 'express', 'applic', 'formul', 'evalu', 'exact', 'express', 'classic', 'root', 'problem']","['integr', 'theorem', 'singular', 'function', 'transform', 'analyt', 'find', 'integr', 'complex', 'polynomi', 'cauchi', 'root', 'equat', 'transcendent', 'fourier']","explicit solutions for transcendental equations a simple method to formulate an explicit expression for the roots of any analytic transcendental function is presented
the method is based on cauchy s integral theorem and uses only basic concepts of complex integration
a convenient method for numerically evaluating the exact expression is presented
the application of both the formulation and evaluation of the exact expression is illustrated for several classical root finding problems"
328,1929,"['optim', 'time', 'switch', 'portfolio', 'secur', 'optim', 'time', 'switch', 'portfolio', 'secur', 'purpos', 'profit', 'maxim', 'method', 'determin', 'consid', 'case', 'portfolio', 'studi']","['optim', 'time', 'portfolio', 'secur', 'optim', 'time', 'portfolio', 'secur', 'profit', 'maxim', 'method', 'determin', 'case', 'portfolio']","['maxim', 'time', 'secur', 'optim', 'portfolio', 'profit']","optimal time of switching between portfolios of securities optimal time of switching between several portfolios of securities are found for the purpose of profit maximization
two methods of their determination are considered
the cases with three and n portfolios are studied in detail"
329,1708,"['studi', 'hospit', 'tourism', 'inform', 'technolog', 'educ', 'industri', 'applic', 'purpos', 'studi', 'examin', 'subject', 'relev', 'inform', 'technolog', 'hospit', 'tourism', 'manag', 'program', 'skill', 'deploy', 'workplac', 'studi', 'aim', 'investig', 'graduat', 'transit', 'educ', 'employ', 'determin', 'appear', 'equip', 'meet', 'need', 'hospit', 'tourism', 'industri', 'seventeen', 'graduat', 'respond', 'mail', 'survey', 'graduat', 'rate', 'import', 'skill', 'workplac', 'level', 'teach', 'hotel', 'tourism', 'manag', 'program', 'self', 'compet', 'level', 'studi', 'conclud', 'gap', 'exist', 'skill', 'requir', 'work', 'acquir', 'univers']","['studi', 'hospit', 'tourism', 'inform', 'technolog', 'educ', 'industri', 'applic', 'studi', 'examin', 'subject', 'relev', 'inform', 'technolog', 'hospit', 'tourism', 'manag', 'program', 'deploy', 'workplac', 'studi', 'graduat', 'transit', 'educ', 'employ', 'determin', 'meet', 'need', 'hospit', 'tourism', 'industri', 'seventeen', 'graduat', 'mail', 'survey', 'import', 'skill', 'level', 'hotel', 'tourism', 'manag', 'program', 'compet', 'level', 'studi', 'gap', 'exist', 'skill', 'work', 'univers']","['educ', 'teach', 'employ', 'graduat', 'manag', 'univers', 'survey', 'skill', 'hospit', 'program', 'mail', 'tourism', 'industri']","a study of hospitality and tourism information technology education and industrial applications the purpose of this study was to examine the subject relevance of information technology it in hospitality and tourism management programs with skills deployed in the workplace
this study aimed at investigating graduates transition from education to employment and to determine how well they appear to be equipped to meet the needs of the hospitality and tourism industry
one hundred and seventeen graduates responded to a mail survey
these graduates rated the importance of it skills in the workplace the level of it teaching in hotel and tourism management programs and the self competence level in it
this study concluded that a gap exists between the it skills required at work and those acquired at university"
330,1476,"['perceiv', 'util', 'human', 'autom', 'aid', 'visual', 'detect', 'task', 'increas', 'use', 'autom', 'occur', 'societi', 'research', 'human', 'oper', 'underutil', 'disus', 'overli', 'reli', 'misus', 'autom', 'aid', 'parasuraman', 'riley', '1997', 'nearli', '275', 'cameron', 'univers', 'student', 'particip', 'experi', 'perform', 'examin', 'effect', 'perceiv', 'util', 'dzindolet', '2001', 'autom', 'use', 'visual', 'detect', 'task', 'compar', 'relianc', 'autom', 'aid', 'relianc', 'human', 'result', 'reveal', 'bia', 'human', 'oper', 'reli', 'self', 'report', 'data', 'indic', 'bia', 'autom', 'aid', 'human', 'aid', 'perform', 'data', 'reveal', 'particip', 'like', 'disus', 'autom', 'aid', 'disus', 'human', 'aid', 'discrep', 'account', 'assum', 'human', 'oper', 'perfect', 'autom', 'schema', 'actual', 'potenti', 'applic', 'research', 'includ', 'design', 'futur', 'autom', 'decis', 'aid', 'train', 'procedur', 'oper', 'reli', 'aid']","['util', 'human', 'aid', 'visual', 'detect', 'task', 'increas', 'autom', 'societi', 'research', 'human', 'oper', 'reli', 'misus', 'aid', 'parasuraman', 'riley', 'cameron', 'univers', 'student', 'experi', 'examin', 'effect', 'util', 'dzindolet', 'autom', 'use', 'visual', 'detect', 'task', 'compar', 'relianc', 'aid', 'relianc', 'human', 'result', 'bia', 'human', 'oper', 'self', 'report', 'data', 'bia', 'aid', 'human', 'aid', 'perform', 'data', 'particip', 'like', 'disus', 'aid', 'disus', 'human', 'aid', 'discrep', 'human', 'oper', 'autom', 'schema', 'actual', 'potenti', 'applic', 'research', 'design', 'futur', 'decis', 'aid', 'train', 'procedur', 'oper', 'aid']","['process', 'task', 'human', 'social', 'autom', 'visual', 'autom', 'decis', 'oper', 'detect', 'aid']","the perceived utility of human and automated aids in a visual detection task although increases in the use of automation have occurred across society research has found that human operators often underutilize disuse and overly rely on misuse automated aids parasuraman riley 1997
nearly 275 cameron university students participated in 1 of 3 experiments performed to examine the effects of perceived utility dzindolet et al
2001 on automation use in a visual detection task and to compare reliance on automated aids with reliance on humans
results revealed a bias for human operators to rely on themselves
although self report data indicate a bias toward automated aids over human aids performance data revealed that participants were more likely to disuse automated aids than to disuse human aids
this discrepancy was accounted for by assuming human operators have a perfect automation schema
actual or potential applications of this research include the design of future automated decision aids and training procedures for operators relying on such aids"
331,1553,"['numer', 'solut', 'forward', 'backward', 'problem', 'heat', 'conduct', 'equat', 'dimension', 'heat', 'conduct', 'problem', 'consid', 'initi', 'boundari', 'valu', 'problem', 'relat', 'invers', 'problem', 'determin', 'initi', 'temperatur', 'distribut', 'transient', 'temperatur', 'measur', 'condit', 'stabil', 'invers', 'problem', 'error', 'analysi', 'tikhonov', 'regular', 'present', 'implicit', 'invers', 'method', 'base', 'regular', 'techniqu', 'success', 'relax', 'sor', 'iter', 'process', 'establish', 'explicit', 'differ', 'scheme', 'direct', 'heat', 'problem', 'develop', 'paper', 'invers', 'process', 'effici', 'applic', 'sor', 'techniqu', 'make', 'invers', 'converg', 'rapidli', 'numer', 'result', 'illustr', 'method', 'given']","['numer', 'solut', 'backward', 'problem', 'heat', 'conduct', 'equat', 'dimension', 'heat', 'conduct', 'problem', 'initi', 'boundari', 'valu', 'problem', 'invers', 'problem', 'initi', 'temperatur', 'distribut', 'transient', 'temperatur', 'measur', 'condit', 'stabil', 'invers', 'problem', 'error', 'analysi', 'tikhonov', 'regular', 'implicit', 'invers', 'method', 'regular', 'techniqu', 'success', 'relax', 'sor', 'iter', 'process', 'explicit', 'differ', 'scheme', 'direct', 'heat', 'problem', 'paper', 'invers', 'process', 'effici', 'applic', 'sor', 'techniqu', 'invers', 'converg', 'numer', 'result', 'method']","['process', 'stabil', 'temperatur', 'iter', 'boundari', 'success', 'problem', 'invers', 'conduct', 'heat', 'regular', 'tikhonov', 'transient', 'relax', 'condit', 'measur', 'initi', 'distribut', 'analysi', 'valu', 'error']","numerical solution of forward and backward problem for 2 d heat conduction equation for a two dimensional heat conduction problem we consider its initial boundary value problem and the related inverse problem of determining the initial temperature distribution from transient temperature measurements
the conditional stability for this inverse problem and the error analysis for the tikhonov regularization are presented
an implicit inversion method which is based on the regularization technique and the successive over relaxation sor iteration process is established
due to the explicit difference scheme for a direct heat problem developed in this paper the inversion process is very efficient while the application of sor technique makes our inversion convergent rapidly
numerical results illustrating our method are also given"
332,1828,"['exploit', 'structur', 'quantifi', 'formula', 'studi', 'comput', 'problem', 'valu', 'quantifi', 'formula', 'obtain', 'quantifi', 'variabl', 'sum', 'term', 'sum', 'base', 'commut', 'monoid', 'quantifi', 'need', 'satisfi', 'simpl', 'condit', 'variabl', 'finit', 'domain', 'problem', 'gener', 'problem', 'given', 'sum', 'product', 'term', 'valu', 'sum', 'studi', 'stearn', 'hunt', 'iii', '1996', 'data', 'structur', 'call', 'structur', 'tree', 'defin', 'display', 'inform', 'subproblem', 'solv', 'independ', 'process', 'evalu', 'formula', 'formula', 'good', 'structur', 'tree', 'enabl', 'certain', 'gener', 'algorithm', 'evalu', 'formula', 'significantli', 'time', 'brute', 'forc', 'evalu', 'gener', 'algorithm', 'mean', 'algorithm', 'construct', 'uninterpret', 'function', 'symbol', 'quantifi', 'symbol', 'monoid', 'oper', 'algebra', 'natur', 'model', 'facilit', 'formal', 'treatment', 'local', 'reduct', 'base', 'local', 'replac', 'term', 'local', 'reduct', 'preserv', 'formula', 'structur', 'sens', 'structur', 'tree', 'nice', 'properti', 'transform', 'structur', 'tree', 'similar', 'properti', 'local', 'reduct', 'use', 'transform', 'hierarch', 'specifi', 'problem', 'use', 'structur', 'hierarch', 'specifi', 'problem', 'have', 'similar', 'structur']","['structur', 'formula', 'comput', 'problem', 'valu', 'formula', 'variabl', 'term', 'commut', 'monoid', 'quantifi', 'satisfi', 'simpl', 'condit', 'variabl', 'problem', 'gener', 'problem', 'sum', 'product', 'term', 'valu', 'sum', 'stearn', 'hunt', 'iii', 'data', 'structur', 'structur', 'tree', 'display', 'inform', 'process', 'formula', 'formula', 'good', 'structur', 'tree', 'certain', 'gener', 'algorithm', 'evalu', 'formula', 'time', 'brute', 'forc', 'evalu', 'gener', 'algorithm', 'mean', 'uninterpret', 'function', 'symbol', 'symbol', 'monoid', 'oper', 'natur', 'model', 'formal', 'treatment', 'local', 'reduct', 'local', 'replac', 'term', 'local', 'reduct', 'formula', 'structur', 'sens', 'structur', 'tree', 'nice', 'properti', 'structur', 'tree', 'similar', 'properti', 'local', 'reduct', 'hierarch', 'problem', 'use', 'structur', 'problem', 'similar', 'structur']","['function', 'complex', 'problem', 'oper', 'monoid', 'program', 'formula', 'commut', 'structur', 'dynam', 'quantifi', 'symbol', 'tree', 'specifi', 'hierarch', 'comput', 'satisfact', 'data', 'satisfi', 'gener', 'quantifi', 'exploit', 'algorithm', 'constraint']","exploiting structure in quantified formulas we study the computational problem find the value of the quantified formula obtained by quantifying the variables in a sum of terms
the sum can be based on any commutative monoid the quantifiers need only satisfy two simple conditions and the variables can have any finite domain
this problem is a generalization of the problem given a sum of products of terms find the value of the sum studied by r e
stearns and h b
hunt iii 1996
a data structure called a structure tree is defined which displays information about subproblems that can be solved independently during the process of evaluating the formula
some formulas have good structure trees which enable certain generic algorithms to evaluate the formulas in significantly less time than by brute force evaluation
by generic algorithm we mean an algorithm constructed from uninterpreted function symbols quantifier symbols and monoid operations
the algebraic nature of the model facilitates a formal treatment of local reductions based on the local replacement of terms
such local reductions preserve formula structure in the sense that structure trees with nice properties transform into structure trees with similar properties
these local reductions can also be used to transform hierarchical specified problems with useful structure into hierarchically specified problems having similar structure"
