,paper_id,all_content,only_nouns,keywords
296,1624,"['genet', 'algorithm', 'input', 'output', 'select', 'mimo', 'system', 'base', 'control', 'observ', 'indic', 'time', 'domain', 'optimis', 'algorithm', 'use', 'genet', 'algorithm', 'conjunct', 'linear', 'search', 'scheme', 'develop', 'smallest', 'near', 'smallest', 'subset', 'input', 'output', 'control', 'multi', 'input', 'multi', 'output', 'experiment', 'result', 'shown', 'propos', 'algorithm', 'fast', 'converg', 'rate', 'high', 'comput', 'effici']","['genet', 'algorithm', 'input', 'output', 'select', 'mimo', 'system', 'control', 'observ', 'indic', 'time', 'domain', 'optimis', 'genet', 'algorithm', 'conjunct', 'search', 'scheme', 'smallest', 'smallest', 'subset', 'input', 'output', 'control', 'input', 'multi', 'output', 'experiment', 'result', 'propos', 'algorithm', 'fast', 'converg', 'rate', 'high', 'comput', 'effici']","['system', 'high', 'smallest', 'algorithm', 'indic', 'converg', 'scheme', 'multi', 'fast', 'effici', 'search', 'genet', 'control', 'near', 'input/output', 'select', 'time', 'observ', 'output', 'domain', 'mimo', 'input', 'multivari', 'linear', 'comput', 'subset', 'control', 'optimis']"
297,1794,"['pose', 'anisotrop', 'diffus', 'imag', 'denois', 'nonlinear', 'iter', 'smooth', 'filter', 'base', 'second', 'order', 'partial', 'differenti', 'equat', 'introduc', 'smooth', 'imag', 'accord', 'anisotrop', 'diffus', 'process', 'approach', 'base', 'smooth', 'approxim', 'total', 'variat', 'function', 'overcom', 'non', 'differenti', 'function', 'origin', 'particular', 'author', 'perform', 'linear', 'smooth', 'smooth', 'area', 'select', 'smooth', 'candid', 'edg', 'relat', 'smooth', 'paramet', 'time', 'step', 'arriv', 'cfl', 'condit', 'guarante', 'causal', 'discret', 'scheme', 'allow', 'adopt', 'higher', 'time', 'discretis', 'step', 'ensur', 'absenc', 'artefact', 'deriv', 'non', 'smooth', 'behaviour', 'function', 'origin', 'particular', 'shown', 'propos', 'approach', 'avoid', 'typic', 'staircas', 'effect', 'smooth', 'area', 'occur', 'standard', 'time', 'march', 'scheme']","['anisotrop', 'diffus', 'imag', 'nonlinear', 'iter', 'filter', 'second', 'order', 'partial', 'differenti', 'equat', 'smooth', 'imag', 'anisotrop', 'diffus', 'process', 'approach', 'smooth', 'approxim', 'total', 'variat', 'function', 'overcom', 'non', 'differenti', 'function', 'origin', 'particular', 'author', 'linear', 'smooth', 'area', 'candid', 'edg', 'paramet', 'time', 'step', 'arriv', 'cfl', 'condit', 'guarante', 'discret', 'scheme', 'adopt', 'higher', 'time', 'discretis', 'step', 'absenc', 'artefact', 'non', 'smooth', 'behaviour', 'function', 'origin', 'particular', 'propos', 'approach', 'avoid', 'typic', 'staircas', 'effect', 'area', 'standard', 'time', 'scheme']","['pose', 'diffus', 'imag', 'iter', 'anisotrop', 'scheme', 'second', 'partial', 'higher', 'denois', 'cfl', 'order', 'function', 'select', 'total', 'step', 'equat', 'restor', 'nois', 'differenti', 'variat', 'discret', 'smooth', 'nonlinear', 'gaussian', 'time', 'causal', 'discretis', 'problem', 'condit', 'random', 'filter', 'linear']"
298,1661,"['road', 'perpetu', 'progress', 'retail', 'inventori', 'manag', 'annual', 'revenu', 'increas', 'consist', 'year', '500', 'new', 'store', 'open', '1998', '2001', 'dollar', 'gener', 'fast', 'track', 'road', 'rich', 'easili', 'road', 'ruin', 'retail', 'exert', 'control', 'inventori', 'manag']","['road', 'perpetu', 'progress', 'retail', 'inventori', 'manag', 'annual', 'revenu', 'year', 'new', 'store', 'dollar', 'gener', 'fast', 'track', 'road', 'rich', 'road', 'ruin', 'retail', 'control', 'inventori', 'manag']","['gener', 'dollar', 'manag', 'retail', 'inventori']"
299,1812,"['comput', 'frequenc', 'respons', 'system', 'affin', 'depend', 'uncertain', 'paramet', 'comput', 'frequenc', 'respons', 'system', 'depend', 'affin', 'uncertain', 'paramet', 'reduc', 'dimension', 'edg', 'plant', 'imag', 'edg', 'plant', 'fix', 'frequenc', 'arc', 'line', 'segment', 'complex', 'plane', 'base', 'conclus', 'comput', 'formula', 'maxim', 'minim', 'maxi', 'mini', 'magnitud', 'phase', 'edg', 'plant', 'fix', 'frequenc', 'given', 'formula', 'share', 'simpler', 'form', 'express', 'concret', 'display', 'extrema', 'frequenc', 'respons', 'edg', 'plant', 'relat', 'typic', 'characterist', 'arc', 'line', 'segment', 'centr', 'radiu', 'tangent', 'point', 'arc', 'distanc', 'origin', 'line', 'segment', 'direct', 'applic', 'result', 'comput', 'bode', 'nichol', 'nyquist', 'plot', 'collect', 'system', 'need', 'robust', 'analysi', 'design']","['frequenc', 'respons', 'system', 'uncertain', 'paramet', 'frequenc', 'respons', 'system', 'uncertain', 'paramet', 'dimension', 'edg', 'plant', 'imag', 'edg', 'plant', 'frequenc', 'arc', 'line', 'segment', 'complex', 'plane', 'conclus', 'comput', 'formula', 'maxim', 'minim', 'maxi', 'mini', 'magnitud', 'phase', 'plant', 'frequenc', 'formula', 'simpler', 'form', 'express', 'display', 'extrema', 'frequenc', 'respons', 'edg', 'plant', 'typic', 'characterist', 'line', 'segment', 'centr', 'radiu', 'tangent', 'point', 'arc', 'distanc', 'origin', 'line', 'segment', 'direct', 'applic', 'result', 'bode', 'nichol', 'nyquist', 'plot', 'collect', 'system', 'robust', 'analysi', 'design']","['arc', 'system', 'edg', 'affin', 'analysi', 'plant', 'frequenc', 'plot', 'segment', 'method', 'line', 'paramet', 'robust', 'nyquist', 'respons', 'uncertain', 'domain', 'bode', 'nichol', 'dimension', 'design']"
300,1739,"['applic', 'normal', 'possibl', 'decis', 'rule', 'silenc', 'paper', 'present', 'way', 'combin', 'decis', 'problem', 'concern', 'singl', 'common', 'dimens', 'effect', 'fuzzi', 'decis', 'rule', 'obtain', 'normal', 'possibl', 'distribut', 'assum', 'lead', 'possibl', 'fuse', 'respect', 'function', 'relat', 'decis', 'problem', 'characterist', 'decis', 'state', 'natur', 'util', 'function', 'approach', 'propos', 'appli', 'case', 'statement', 'problem', 'requir', 'make', 'refin', 'distinct', 'consid', 'simpli', 'criterion', 'util', 'decis', 'problem']","['applic', 'normal', 'possibl', 'decis', 'rule', 'silenc', 'paper', 'way', 'decis', 'problem', 'singl', 'common', 'dimens', 'effect', 'fuzzi', 'decis', 'rule', 'normal', 'possibl', 'distribut', 'lead', 'possibl', 'respect', 'function', 'relat', 'decis', 'problem', 'decis', 'state', 'util', 'function', 'appli', 'case', 'statement', 'problem', 'refin', 'distinct', 'criterion', 'util', 'decis', 'problem']","['rule', 'fuzzi', 'util', 'conflict', 'cool', 'problem', 'decis', 'dimension', 'warm', 'normal', 'head', 'event', 'silenc', 'heart', 'object', 'possibl']"
301,1679,"['project', 'schedul', 'time', 'depend', 'cost', 'branch', 'bound', 'algorithm', 'given', 'project', 'network', 'execut', 'activ', 'normal', 'durat', 'requir', 'util', 'certain', 'resourc', 'faster', 'execut', 'activ', 'desir', 'addit', 'resourc', 'extra', 'cost', 'requir', 'given', 'project', 'network', 'cost', 'structur', 'activ', 'plan', 'horizon', 'project', 'compress', 'problem', 'concern', 'determin', 'optim', 'schedul', 'perform', 'activ', 'satisfi', 'given', 'restrict', 'minim', 'total', 'cost', 'project', 'execut', 'paper', 'consid', 'project', 'compress', 'problem', 'time', 'depend', 'cost', 'structur', 'activ', 'plan', 'horizon', 'divid', 'regular', 'time', 'interv', 'cost', 'structur', 'activ', 'vari', 'cost', 'structur', 'activ', 'remain', 'time', 'interv', 'object', 'optim', 'project', 'schedul', 'minim', 'total', 'project', 'cost', 'present', 'mathemat', 'model', 'problem', 'develop', 'heurist', 'exact', 'branch', 'bound', 'algorithm', 'use', 'simul', 'problem', 'provid', 'insight', 'comput', 'perform', 'heurist', 'branch', 'bound', 'algorithm']","['project', 'time', 'depend', 'cost', 'algorithm', 'project', 'network', 'execut', 'activ', 'normal', 'durat', 'util', 'certain', 'resourc', 'execut', 'activ', 'addit', 'resourc', 'extra', 'cost', 'project', 'network', 'cost', 'structur', 'activ', 'plan', 'horizon', 'project', 'compress', 'problem', 'determin', 'optim', 'schedul', 'activ', 'restrict', 'total', 'cost', 'project', 'execut', 'paper', 'consid', 'compress', 'problem', 'time', 'depend', 'cost', 'structur', 'activ', 'horizon', 'regular', 'time', 'interv', 'cost', 'structur', 'activ', 'vari', 'cost', 'structur', 'activ', 'time', 'interv', 'object', 'optim', 'project', 'schedul', 'total', 'project', 'cost', 'present', 'mathemat', 'model', 'problem', 'heurist', 'exact', 'branch', 'algorithm', 'problem', 'insight', 'comput', 'perform', 'heurist', 'algorithm']","['time', 'branch', 'compress', 'problem', 'schedul', 'schedul', 'bound', 'network', 'cost', 'optim', 'algorithm', 'heurist', 'horizon', 'project', 'depend', 'plan']"
302,1655,"['empir', 'investig', 'influenc', 'degre', 'interact', 'user', 'outcom', 'multimedia', 'environ', 'studi', 'report', 'investig', 'influenc', 'interact', 'learn', 'outcom', 'user', 'multimedia', 'system', 'environ', 'draw', 'past', 'literatur', 'base', 'base', 'key', 'tenet', 'learn', 'theori', 'behaviorist', 'cognitivist', 'constructivist', 'studi', 'propos', 'measur', 'scheme', 'interact', 'hypothes', 'interact', 'influenc', 'learn', 'outcom', 'posit', 'term', 'user', 'learn', 'achiev', 'attitud', 'prototyp', 'multimedia', 'instruct', 'train', 'repres', 'high', 'low', 'noninteract', 'mode', 'use', 'develop', 'implement', 'hypothes', 'influenc', 'investig', 'use', 'control', 'laboratori', 'research', 'design', 'multipl', 'analysi', 'varianc', 'manova', 'result', 'indic', 'interact', 'doe', 'necessarili', 'enabl', 'enhanc', 'gain', 'user', 'learn', 'posit', 'influenc', 'particip', 'attitud', 'studi', 'find', 'support', 'hypothes', 'moder', 'effect', 'learn', 'style', 'measur', 'use', 'kolb', 'learn', 'style', 'inventori', 'scale', 'relationship', 'interact', 'user', 'outcom', 'result', 'studi', 'import', 'implic', 'educ', 'corpor', 'train', 'effort', 'invest', 'implic', 'futur', 'research', 'direct', 'discuss']","['empir', 'investig', 'influenc', 'interact', 'user', 'multimedia', 'environ', 'studi', 'investig', 'influenc', 'interact', 'outcom', 'user', 'system', 'environ', 'past', 'literatur', 'base', 'key', 'tenet', 'theori', 'cognitivist', 'constructivist', 'studi', 'measur', 'scheme', 'interact', 'interact', 'influenc', 'outcom', 'term', 'user', 'achiev', 'attitud', 'prototyp', 'instruct', 'train', 'repres', 'high', 'low', 'noninteract', 'mode', 'implement', 'hypothes', 'influenc', 'control', 'laboratori', 'research', 'design', 'multipl', 'analysi', 'varianc', 'manova', 'result', 'interact', 'enhanc', 'gain', 'user', 'particip', 'attitud', 'studi', 'effect', 'style', 'kolb', 'style', 'inventori', 'scale', 'relationship', 'interact', 'user', 'result', 'import', 'implic', 'educ', 'corpor', 'effort', 'invest', 'implic', 'research', 'direct']","['system', 'educ', 'scheme', 'multimedia', 'cognitivist', 'style', 'scale', 'analysi', 'measur', 'attitud', 'behaviorist', 'varianc', 'interact', 'environ', 'kolb', 'train', 'corpor', 'inventori', 'multipl', 'user', 'learn', 'manova', 'theori', 'outcom', 'constructivist']"
303,1684,"['learn', 'colleg', 'campu', 'help', 'hindranc', 'student', 'learn', 'object', 'case', 'studi', 'know', 'surf', 'world', 'wide', 'web', 'use', 'email', 'learn', 'send', 'email', 'attach', 'learn', 'interact', 'onlin', 'cours', 'difficult', 'way', 'decid', 'offer', 'ident', 'cours', 'offer', 'onlin', 'tradit', 'way', 'want', 'student', 'fare', 'ident', 'materi', 'provid', 'cours', 'want', 'anonym', 'feedback', 'cours']","['colleg', 'campu', 'help', 'hindranc', 'student', 'object', 'case', 'studi', 'surf', 'world', 'wide', 'web', 'email', 'learn', 'email', 'attach', 'interact', 'onlin', 'cours', 'difficult', 'way', 'offer', 'ident', 'cours', 'onlin', 'tradit', 'way', 'student', 'fare', 'ident', 'materi', 'cours', 'anonym', 'feedback', 'cours']","['paterson', 'e', 'learn', 'educ', 'univers', 'william', 'distanc']"
304,1781,"['make', 'major', 'leagu', 'career', 'movement', 'librari', 'archiv', 'profess', 'small', 'colleg', 'larg', 'univers', 'librari', 'issu', 'career', 'movement', 'chang', 'examin', 'librari', 'archiv', 'field', 'small', 'colleg', 'larg', 'univers', 'issu', 'examin', 'includ', 'profession', 'educ', 'train', 'initi', 'career', 'plan', 'placement', 'continu', 'educ', 'scout', 'mentor', 'job', 'market', 'condit', 'work', 'experi', 'person', 'skill', 'profession', 'involv', 'profession', 'associ', 'self', 'examin', 'lead', 'observ', 'easier', 'term', 'career', 'transit', 'librarian', 'archivist', 'archivist', 'librarian', 'progress', 'small', 'colleg', 'venu', 'larg', 'research', 'univers', 'manag', 'proper', 'plan', 'experi', 'career', 'element', 'profession', 'educ', 'career', 'plan', 'profession', 'associ', 'self', 'best', 'moment', 'provid', 'foundat', 'enabl', 'futur', 'consider', 'chang', 'institut', 'type', 'profession', 'area', 'worst', 'moment', 'conspir', 'midcar', 'profession', 'term', 'chang', 'element', 'scout', 'continu', 'educ', 'work', 'experi', 'profession', 'involv', 'offer', 'greatest', 'assist', 'career', 'transit', 'job', 'market', 'wildcard', 'stymi', 'stimul', 'occup', 'develop']","['major', 'leagu', 'movement', 'librari', 'archiv', 'profess', 'small', 'colleg', 'larg', 'univers', 'librari', 'issu', 'movement', 'chang', 'librari', 'archiv', 'field', 'small', 'colleg', 'larg', 'univers', 'issu', 'profession', 'educ', 'initi', 'career', 'plan', 'placement', 'educ', 'job', 'market', 'condit', 'person', 'skill', 'profession', 'involv', 'profession', 'associ', 'observ', 'easier', 'term', 'transit', 'librarian', 'archivist', 'archivist', 'librarian', 'progress', 'small', 'colleg', 'venu', 'larg', 'research', 'univers', 'manag', 'proper', 'experi', 'career', 'element', 'profession', 'educ', 'career', 'profession', 'associ', 'self', 'best', 'moment', 'foundat', 'futur', 'consider', 'chang', 'institut', 'type', 'profession', 'area', 'worst', 'moment', 'midcar', 'profession', 'term', 'element', 'educ', 'work', 'experi', 'profession', 'involv', 'offer', 'greatest', 'assist', 'career', 'transit', 'job', 'market', 'wildcard', 'stymi', 'occup', 'develop']","['develop', 'educ', 'midcar', 'univers', 'librari', 'occup', 'small', 'librari', 'continu', 'experi', 'train', 'colleg', 'career', 'movement', 'archiv', 'skill', 'librarian', 'job', 'larg', 'person', 'profession', 'market', 'profess', 'work']"
305,1533,"['gener', 'simul', 'approach', 'multi', 'axi', 'machin', 'model', 'calibr', 'feed', 'rate', 'schedul', 'ibid', 'vol', '124', '2002', 'second', 'paper', 'present', 'new', 'methodolog', 'analyt', 'simul', 'multi', 'axi', 'machin', 'complex', 'sculptur', 'surfac', 'section', 'paper', 'offer', 'detail', 'explan', 'model', 'calibr', 'procedur', 'new', 'methodolog', 'present', 'accur', 'determin', 'cut', 'forc', 'coeffici', 'multi', 'axi', 'machin', 'forc', 'model', 'present', 'reformul', 'cut', 'forc', 'coeffici', 'account', 'effect', 'feed', 'rate', 'cut', 'speed', 'complex', 'cut', 'edg', 'design', 'experiment', 'result', 'present', 'calibr', 'procedur', 'model', 'verif', 'test', 'conduct', 'cut', 'forc', 'coeffici', 'test', 'demonstr', 'predict', 'forc', 'experiment', 'measur', 'forc', 'simul', 'result', 'shown', 'predict', 'dynam', 'cut', 'forc', 'static', 'dynam', 'tool', 'deflect', 'second', 'section', 'paper', 'discuss', 'model', 'methodolog', 'appli', 'feed', 'rate', 'schedul', 'industri', 'applic', 'case', 'studi', 'process', 'optim', 'machin', 'airfoil', 'like', 'surfac', 'use', 'demonstr', 'base', 'predict', 'instantan', 'chip', 'load', 'specifi', 'forc', 'constraint', 'feed', 'rate', 'schedul', 'util', 'increas', 'metal', 'remov', 'rate', 'feed', 'rate', 'schedul', 'implement', 'result', 'reduct', 'machin', 'time', 'airfoil', 'like', 'surfac']","['gener', 'simul', 'approach', 'multi', 'model', 'calibr', 'feed', 'rate', 'ibid', 'vol', 'second', 'paper', 'new', 'methodolog', 'multi', 'axi', 'complex', 'surfac', 'section', 'paper', 'offer', 'detail', 'explan', 'model', 'calibr', 'procedur', 'new', 'methodolog', 'forc', 'coeffici', 'forc', 'model', 'reformul', 'forc', 'coeffici', 'effect', 'rate', 'speed', 'complex', 'edg', 'design', 'experiment', 'result', 'calibr', 'procedur', 'model', 'verif', 'test', 'forc', 'coeffici', 'demonstr', 'forc', 'forc', 'result', 'dynam', 'cut', 'forc', 'static', 'dynam', 'tool', 'deflect', 'second', 'section', 'paper', 'methodolog', 'feed', 'rate', 'industri', 'applic', 'case', 'studi', 'process', 'optim', 'airfoil', 'surfac', 'demonstr', 'instantan', 'chip', 'load', 'forc', 'constraint', 'feed', 'rate', 'util', 'increas', 'metal', 'remov', 'rate', 'feed', 'rate', 'implement', 'result', 'reduct', 'machin', 'time', 'airfoil', 'surfac']","['remov', 'feed', 'edg', 'complex', 'model', 'coeffici', 'cut', 'gener', 'rate', 'machin', 'optim', 'forc', 'simul', 'metal', 'surfac', 'multipl', 'sculptur', 'schedul', 'axi', 'calibr', 'design']"
306,168,"['nurtur', 'client', 'trust', 'encourag', 'engag', 'success', 'custom', 'erp', 'system', 'custom', 'crucial', 'lengthi', 'costli', 'aspect', 'success', 'implement', 'erp', 'system', 'accordingli', 'major', 'specialti', 'vendor', 'consult', 'compani', 'studi', 'examin', 'compani', 'increas', 'client', 'percept', 'engag', 'success', 'increas', 'client', 'trust', 'brought', 'respons', 'depend', 'custom', 'survey', 'data', 'erp', 'custom', 'client', 'hypothes', 'client', 'trust', 'influenc', 'percept', 'engag', 'success', 'compani', 'data', 'client', 'trust', 'custom', 'compani', 'increas', 'compani', 'behav', 'accord', 'client', 'expect', 'respons', 'decreas', 'compani', 'behav', 'manner', 'contradict', 'expect', 'depend', 'respons', 'open', 'end', 'question', 'addendum', 'attach', 'survey', 'corrobor', 'import', 'respons', 'depend', 'implic', 'custom', 'compani', 'research', 'trust', 'discuss']","['client', 'trust', 'engag', 'success', 'custom', 'erp', 'system', 'crucial', 'lengthi', 'costli', 'aspect', 'success', 'implement', 'erp', 'system', 'major', 'specialti', 'vendor', 'compani', 'examin', 'compani', 'client', 'percept', 'engag', 'success', 'client', 'trust', 'respons', 'depend', 'custom', 'survey', 'data', 'erp', 'custom', 'client', 'client', 'trust', 'percept', 'engag', 'success', 'compani', 'client', 'trust', 'custom', 'compani', 'compani', 'accord', 'client', 'expect', 'compani', 'contradict', 'expect', 'depend', 'respons', 'question', 'addendum', 'survey', 'import', 'respons', 'depend', 'implic', 'custom', 'compani', 'research', 'trust']","['trust', 'engag', 'client', 'erp', 'system', 'perceiv', 'benevol', 'consult', 'implement', 'vendor', 'respons', 'resourc', 'compani', 'mrp', 'enterpris', 'integr', 'depend', 'plan', 'custom', 'ii', 'success']"
307,1578,"['record', 'role', 'busi', 'record', 'manag', 'standard', 'play', 'key', 'role', 'busi', 'strategi']","['record', 'role', 'busi', 'record', 'manag', 'standard', 'key', 'role', 'busi', 'strategi']","['e', 'manag', 'record', 'strategi', 'busi']"
308,164,"['plug', 'in', 'critic', 'media', 'literaci', 'collabor', 'program', 'inform', 'literaci', 'import', 'academ', 'librari', 'paper', 'look', 'use', 'librarian', 'instructor', 'student', 'deal', 'inform', 'literaci', 'skill', 'level', 'student', 'begin', 'academ', 'career', 'check', 'end', 'approach', 'situat', 'eye', 'broader', 'scope', 'critic', 'media', 'literaci', 'open', 'discuss', 'skill', 'inventori', 'broader', 'rang', 'intellectu', 'activ']","['plug', 'critic', 'media', 'literaci', 'collabor', 'program', 'inform', 'literaci', 'import', 'academ', 'librari', 'paper', 'use', 'librarian', 'instructor', 'student', 'deal', 'inform', 'literaci', 'skill', 'level', 'student', 'academ', 'career', 'end', 'situat', 'eye', 'broader', 'scope', 'critic', 'media', 'literaci', 'discuss', 'skill', 'inventori', 'broader', 'rang', 'intellectu', 'activ']","['program', 'media', 'instructor', 'academ', 'critic', 'inform', 'librari', 'literaci', 'collabor']"
309,1613,"['current', 'waveform', 'control', 'high', 'power', 'factor', 'rectifi', 'circuit', 'harmon', 'suppress', 'voltag', 'current', 'distribut', 'paper', 'present', 'input', 'current', 'waveform', 'control', 'rectifi', 'circuit', 'realiz', 'simultan', 'high', 'input', 'power', 'factor', 'harmon', 'suppress', 'receiv', 'end', 'voltag', 'sourc', 'current', 'distort', 'receiv', 'end', 'voltag', 'propos', 'input', 'current', 'waveform', 'includ', 'harmon', 'compon', 'phase', 'receiv', 'end', 'voltag', 'harmon', 'control', 'paramet', 'propos', 'waveform', 'design', 'examin', 'characterist', 'harmon', 'suppress', 'effect', 'distribut', 'input', 'power', 'factor', 'rectifi', 'circuit', 'effect', 'propos', 'current', 'waveform', 'confirm', 'experiment']","['current', 'waveform', 'control', 'high', 'power', 'factor', 'rectifi', 'circuit', 'harmon', 'suppress', 'voltag', 'current', 'distribut', 'paper', 'input', 'current', 'waveform', 'control', 'rectifi', 'circuit', 'high', 'input', 'power', 'factor', 'harmon', 'suppress', 'end', 'voltag', 'sourc', 'current', 'end', 'voltag', 'input', 'current', 'waveform', 'harmon', 'compon', 'phase', 'end', 'voltag', 'harmon', 'paramet', 'waveform', 'characterist', 'harmon', 'suppress', 'effect', 'distribut', 'input', 'power', 'factor', 'rectifi', 'circuit', 'effect', 'current', 'waveform']","['high', 'voltag', '200', 'kva', 'harmon', 'harmon', '8', 'distort', 'distribut', 'current', 'suppress', 'control', 'circuit', 'end', 'v', 'kw', 'receiv', '60', 'rectifi', 'power', '2', 'waveform', 'input', 'factor', 'sourc', 'hz']"
310,1709,"['develop', 'comput', 'mediat', 'teach', 'resourc', 'tourism', 'distanc', 'educ', 'univers', 'otago', 'model', 'articl', 'present', 'qualit', 'account', 'develop', 'comput', 'mediat', 'tourism', 'distanc', 'learn', 'resourc', 'distanc', 'learn', 'model', 'develop', 'centr', 'tourism', 'univers', 'otago', 'new', 'zealand', '1998', '1999', 'articl', 'review', 'develop', 'internet', 'base', 'learn', 'resourc', 'explain', 'design', 'develop', 'programm', 'link', 'provid', 'studi', 'inform', 'student', 'paper', 'link', 'cours', 'materi', 'learn', 'featur', 'design', 'cours', 'materi', 'review', 'emphasi', 'given', 'consist', 'present', 'paper', 'templat', 'cours', 'materi', 'describ', 'illustr', 'articl', 'conclud', 'overview', 'import', 'design', 'consider']","['develop', 'comput', 'teach', 'resourc', 'tourism', 'distanc', 'educ', 'univers', 'model', 'articl', 'present', 'qualit', 'account', 'develop', 'comput', 'tourism', 'distanc', 'learn', 'resourc', 'distanc', 'model', 'centr', 'tourism', 'univers', 'new', 'zealand', 'articl', 'develop', 'internet', 'resourc', 'design', 'develop', 'programm', 'link', 'studi', 'inform', 'student', 'paper', 'cours', 'materi', 'learn', 'featur', 'cours', 'materi', 'emphasi', 'consist', 'present', 'paper', 'cours', 'materi', 'illustr', 'articl', 'import', 'design', 'consider']","['resourc', 'learn', 'mediat', 'univers', 'otago', 'internet', 'base', 'tourism', 'programm', 'resourc', 'link', 'paper', 'comput', 'distanc']"
311,1671,"['cane', 'railway', 'schedul', 'constraint', 'logic', 'program', 'label', 'order', 'constraint', 'real', 'life', 'applic', 'australia', 'cane', 'transport', 'largest', 'unit', 'cost', 'manufactur', 'raw', 'sugar', 'make', 'total', 'manufactur', 'cost', 'produc', 'effici', 'schedul', 'cane', 'railway', 'result', 'signific', 'cost', 'save', 'paper', 'present', 'studi', 'use', 'constraint', 'logic', 'program', 'clp', 'solv', 'cane', 'transport', 'schedul', 'problem', 'tailor', 'heurist', 'label', 'order', 'constraint', 'strategi', 'propos', 'encourag', 'result', 'applic', 'test', 'problem', 'real', 'life', 'case', 'present', 'preliminari', 'result', 'demonstr', 'clp', 'use', 'effect', 'tool', 'solv', 'cane', 'transport', 'schedul', 'problem', 'potenti', 'decreas', 'develop', 'cost', 'schedul', 'use', 'effici', 'tool', 'reschedul', 'task', 'exist', 'cane', 'transport', 'schedul', 'perform']","['cane', 'railway', 'constraint', 'logic', 'order', 'constraint', 'real', 'life', 'applic', 'cane', 'largest', 'unit', 'cost', 'manufactur', 'raw', 'sugar', 'total', 'manufactur', 'cost', 'effici', 'schedul', 'railway', 'signific', 'cost', 'save', 'paper', 'present', 'constraint', 'logic', 'clp', 'solv', 'transport', 'schedul', 'problem', 'heurist', 'label', 'order', 'constraint', 'strategi', 'encourag', 'result', 'applic', 'test', 'problem', 'real', 'life', 'case', 'preliminari', 'result', 'clp', 'effect', 'tool', 'cane', 'transport', 'problem', 'potenti', 'decreas', 'develop', 'cost', 'use', 'effici', 'tool', 'task', 'cane', 'transport', 'perform']","['sugar', 'order', 'manufactur', 'total', 'program', 'constraint', 'save', 'heurist', 'cost', 'strategi', 'transport', 'cost', 'schedul', 'logic', 'raw', 'railway', 'constraint', 'cane', 'label']"
312,1517,"['minim', 'blossom', 'symmetr', 'linear', 'constraint', 'paper', 'exist', 'close', 'depend', 'control', 'polygon', 'polynomi', 'minimum', 'blossom', 'symmetr', 'linear', 'constraint', 'consid', 'given', 'minim', 'problem', 'uniqu', 'solut', 'point', 'delta', 'bezier', 'curv', 'minim', 'function', 'suffici', 'condit', 'exist', 'ensur', 'uniqu', 'solut', 'concav', 'control', 'polygon', 'polynomi', 'characterist', 'polya', 'frequenc', 'control', 'polygon', 'minimum', 'coincid', 'critic', 'point', 'polynomi', 'use', 'blossom', 'theori', 'provid', 'use', 'geometr', 'interpret', 'minim', 'problem', 'addit', 'minim', 'approach', 'lead', 'new', 'method', 'discov', 'inequ', 'elementari', 'symmetr', 'polynomi']","['blossom', 'symmetr', 'linear', 'constraint', 'paper', 'close', 'depend', 'control', 'polynomi', 'minimum', 'blossom', 'symmetr', 'linear', 'constraint', 'minim', 'problem', 'uniqu', 'solut', 'point', 'delta', 'bezier', 'curv', 'minim', 'function', 'suffici', 'condit', 'uniqu', 'solut', 'concav', 'control', 'polynomi', 'characterist', 'polya', 'frequenc', 'control', 'polygon', 'minimum', 'coincid', 'critic', 'point', 'polynomi', 'use', 'theori', 'use', 'geometr', 'interpret', 'minim', 'problem', 'addit', 'minim', 'approach', 'new', 'method', 'inequ', 'elementari', 'symmetr', 'polynomi']","['bezier', 'geometr', 'polya', 'interpret', 'symmetr', 'elementari', 'polynomi', 'point', 'minim', 'curv', 'inequ', 'polynomi', 'frequenc', 'control', 'blossom', 'critic', 'concav', 'polygon', 'constraint', 'linear']"
313,1904,"['compon', 'support', 'plt', 'scheme', 'plt', 'scheme', 'drscheme', 'mzscheme', 'support', 'compon', 'object', 'model', 'com', 'standard', 'piec', 'softwar', 'piec', 'mzcom', 'com', 'class', 'make', 'scheme', 'evalu', 'avail', 'com', 'client', 'mzcom', 'programm', 'emb', 'scheme', 'code', 'program', 'written', 'mainstream', 'languag', 'visual', 'basic', 'applic', 'use', 'mzcom', 'client', 'piec', 'compon', 'support', 'softwar', 'mysterx', 'make', 'com', 'class', 'avail', 'plt', 'scheme', 'program', 'need', 'mysterx', 'use', 'programm', 'web', 'browser', 'display', 'com', 'object', 'technic', 'issu', 'encount', 'build', 'system', 'sketch', 'applic']","['compon', 'support', 'plt', 'scheme', 'plt', 'scheme', 'drscheme', 'mzscheme', 'compon', 'object', 'model', 'com', 'standard', 'piec', 'softwar', 'piec', 'mzcom', 'com', 'class', 'scheme', 'evalu', 'avail', 'com', 'client', 'programm', 'scheme', 'code', 'program', 'mainstream', 'languag', 'visual', 'basic', 'applic', 'mzcom', 'client', 'compon', 'support', 'softwar', 'mysterx', 'com', 'class', 'avail', 'plt', 'scheme', 'program', 'mysterx', 'use', 'programm', 'web', 'display', 'com', 'technic', 'issu', 'system', 'sketch', 'applic']","['object', 'plt', 'browser', 'web', 'mzcom', 'compon', 'scheme', 'reus', 'model']"
